text,label
"""Look, I know this may suck right now, but pain is temporary, film is forever. Whatever you do right now is burned into celluloid for all time and for thousands of years to come.""  Robert De Niro<br /><br />This was initially a film for Steven Spielberg, the director hiring several screenwriters to adjust the screenplay so that it more suited his themes. And so we have a dysfunctional family that is threatened by a deranged monster in the form of a recently released from prison Robert De Niro. Like ""Jurassic Park"", ""Poltergeist"" and ""War of the Worlds"", the dysfunctional family bands together to defeat the beast, the beast being the creation of the father, a lawyer who failed to defend De Niro during his trial. <br /><br />In typical Spielberg fashion, the father kills the monster that undermines the family and is then promptly absolved of his sins. Like Oscar Schindler, Robin Williams, Sam Niel, Tom Cruise and virtually every ""daddy"" figure in Spielberg land, the father reclaims his paternal duty in the kind of bittersweet coda that Spielberg so enjoys.<br /><br />But Spielberg eventually abandoned the picture and the project was instead turned over to Martin Scorsese, who at the time was seeking to try his hand at more commercial fare. The result is arguably the worst film in Scorsese's filmography, and, ironically, his most illuminating.<br /><br />An artist's failures or misfires are often very revealing, exposing the inner workings of their art. When the story doesn't work, the characters don't connect or the images don't sear, we find ourselves left with a kind of inner core. This  the remaining carcass- is what the director's cinema is about.<br /><br />Now ""Cape Fear"" is an impersonal film, so we won't find any thematic connections to the rest of Scorsese's filmography (""You already sacrificed me!"" De Niro yells, but the films themes of Catholic redemption are cookie cutter). What the film does, though, is expose the kind of language that his filmography hinges on. Watch how Scorsese's camera desperately whips back and forth, how he zooms frantically onto doorknobs and windows in an attempt to force tension and how his characters are all loud and screaming for attention. But more importantly, watch how the film makes no spatial sense. A showdown on a boat at the end of the film takes place on an obvious sound-stage, a street parade is claustrophobic and takes place within no larger context and the family's house doesn't seem to exist anywhere in particular. There is simply no geographical sense to anything in the picture, Scorsese unable to film space or create any kind of spatial environment. <br /><br />The reason for this is that Scorsese's camera always has to be bound, or intimately tethered, to his central character. For the world around the character to make sense, his camera has to be focused on the character. Resnais can take you around a French Hotel, Welles and Hitchcock can dance you down a street and up a building, Cameron can give you a tour of the Titanic, Scott can recreate an entire future cityscape, Lucas can give you an alien desert planet, and most other directors can create a sense of space by textbook ""close up-mid shot-wide shot"" combinations, but Scorsese can't do this. There's no poetry, no sense of tangible space in his films. He's all about the character. You break that tether, you leave that boxing ring, that taxi cab, you look away from De Niro, and everything collapses. He simply cannot break away from this very documentarian style of shooting, which, in a way, is a prerequisite for action film-making.<br /><br />Scorsese tried to rectify this problem with ""Gangs of New York"", where the space and the sets become the central character, but even this self consciously spatial experiment gets sabotaged by the magnetism of Daniel Day Lewis, the actor drawing Scorsese's camera inexorably toward him like a moth to a bulb.<br /><br />5/10  Even as a generic B-movie, this is an ugly, vulgar looking film. Look at the matte paintings, the inept attempts at tension, the silly rotorscoped special effects and hokey fistfight showdown. Still, we have Robert De Niro to pick up the slack. De Niro, who gives his body over to Scorsese like a tattooed Christ, gives the film its only great scene. In an improvised romantic sequence with young a Juliette Lewis, he sticks his thumb into her mouth and kisses her. A kind of symbolic rape, the girl runs away, both aroused and repelled by this man's interest.<br /><br />But De Niro's performance, so deliciously over the top, simply can't be imitated by Scorsese. You'd need the operatic tone and the baroque visuals of someone like De Palma to make this work. But Scorsese? Nope.<br /><br />Worth one viewing.",0
"The original Lensman series of novels is a classic of the genre. It's pure adventure SF with some substance (here and there) and I've always wondered why Hollywood hasn't filmed it verbatim because it's just the kind of thing they love: massive explosions, super-weapons, uber-heroics, hero gets the girl, aliens (great CGI potential), good versus evil in the purest form, etc etc. Instead (and bear in mind I'm a Japan-o-phile and anime lover) we get this horrendous kiddies movie that rips the guts out of the story, mixes in Star-Wars (ironic as the latter ripped off the books occasionally) pastiches and dumbs the whole thing down to 'Thundercats' level. To see Kimball Kinnison, the epitome of the Galactic Patrol officer and second stage Lensman portrayed as a small boy is pitiful (etc). I just can't understand why the makers did this because they obviously had the rights to the story and could have made far more money (FAR!) by telling straight. It makes no sense.",0
"while watching this movie I got sick. I have been grewing up with Pippi and every time was a real pleasure. when my wife came to Sweden she was looking at the oldies and had a real good laugh. but this American version should be renamed and never be shown again. it is terrible from beginning to it's end. how can they manage to make it soo bad. well I guess someone blames the translation ha ha ha.. but they are never close to Pippi. may this movie never been seen again and never sent out on a broadcast. burn the movie and save the kids. if you want to look at Pippi then look at the original movie and have a good laugh. WE LOVE PIPPI INGER NILSSON, sorry Tami Erin you will never stand up to be Pippi.. Oh yes.. when read the ""spoilers"" explanation, ""'spoiling' a surprise and robbing the viewer of the suspense and enjoyment of the film."" well I guess the director stands for this... you are looking at this movie at your own risk.. it is really a waste of time...",0
"If Mr Cranky had rated this, I'd be tempted just to copy his review and paste it here. But as he hasn't, I'll have to give it a go myself.<br /><br />The only thing giving this movie a 1 instead of a 0 is that Malcolm McDowall's acting is excellent. However not even he can save this film from disaster. The director must have been really distracted when he worked on this one because it is just a conglomeration of scenes that were thrown together with very little continuity - reminiscent of bad '70's movies. Even worse, both the actors and director appeared to be making it up as they went along which probably showed how bad the original script was.<br /><br />It's not even worth discussing the story line although it revolves around a futuristic corporation called the Proxate Corporation who put together a crew of dispensable people to carry a dangerous cargo on an old container/slave ship to Nigeria. This ship's computer is a baby kept in a glass jar and wired into one of the crew via USB 12 or something. The company should have been called the Prostate Corporation as the entertainment value of this movie is on a par with an examination of the same name.<br /><br />I honestly can't find one scene that I could say was well made and made any real sense in the context of the movie. I only watched it to the end as I had a touch of the bird flu and this movie reminded me that there were people out there who were actually worse off than me - Malcolm McDowall in particular. I won't hold this against him as he's a great actor and every great actor is entitled to one bad movie in their career and this one is a doosie.<br /><br />So, unless this is the only movie your shop hires out or you're male and you're doctor isn't doing prostate examinations this week and you somehow feel this is a bad thing then give this one a really wide berth unless of course if you're really community minded, buy a copy to support Malcolm and then use it as a drink coaster.",0
"Initially, I would have thought that Secret Sunshine had something critical to say of religion (and here being Christianity), and wondered if it would be something of a rant against the ills of blind faith, or the manipulative power of those who are supposedly holier than thou. Surprisingly, it was none of the sort and was largely non-judgemental, putting in place events as a matter of fact, and allowing the audience to draw their own judgement and conclusion.<br /><br />And I can't help but to chuckle at the role of Song Kang-ho, a man who's taken a liking for widower Shin-ae (Jeong Do-yeon), and starts going to church when she does. The reasons for church going are many I suppose, either to find inner peace, to seek help, being afraid of eternal damnation in the fires of Hell, to reaffirm faith, or even things like wanting to get married in a church, or to skirt chase (I kid you not). But to each his own reasons for turning up in church every Sunday and participating in prayer groups for fellowship, what is indeed dangerous, is when the underlying ulterior motives, do not get satisfied, and that's when frustration sets in. Or when you discover how hypocritical man can be, portraying one face inside the house of God, and displaying yet another outside.<br /><br />Shin-ae and her son Jun moves to the town of Miryang, which is the birthplace of her deceased husband. Wanting to start life anew, she opens up a piano shop to give lessons, though in discovering her new found freedom and in a moment's lack of good judgement, has another tragedy befall her. And that takes one hour to get to. Secret Sunshine really took its time to get to this point, where things then begin to get slightly more interesting with Shin-ae now taking to embracing religion to deal with and accept her current state, reveling in the comfort that religion, and fellow believers, can offer.<br /><br />What began as crying out for sympathy turns into acceptance and belief that religion offers that silver bullet to solve the ills of all mankind, and sometimes you wonder if it's because of your personal myopic view of what the almighty is doing for you, that you begin to adopt a somewhat selfish opinion that everything's good going your way, and in Shin-ae's case, her magnanimous attitude in wanting to forgive others who had trespassed against her, forgetting something very fundamental that it the feeling can cut both ways too.<br /><br />The last act is probably the most fun of the lot as it says plenty, where most of us can identify with - why me, and why not someone else, as we rage against our faith and start questioning, unfortunately, with no hard and fast answers available. It is then either we fall by the wayside, or continue with destructive deeds so rebelliously. But somehow the plug gets carefully pulled in Secret Sunshine so as not to offend, and what could have been an ugly character mouthpiece, got muted.<br /><br />If you bite into the hype this movie is generating, then perhaps you'll realize only Jeong Do- yeon's excellent portrayal is worth mentioning, as she totally owns her role as the widow Shin-ae who is probably the most unluckiest person on Earth in having to deal with that many tragedies over a short period of time, and if you look at it carefully, most of which are of her own doing. Watching her transformation, is worth the ticket price, and despite having my personal favourite Korean actor Song Kang-ho in the movie, this is something he just breezed right through.",1
"I picked this movie on the cover alone thinking that i was in for an adventure to the level of ""Indiana Jones and The Temple of Doom"". Unfortunately I was in for a virtual yawn. Not like any yawn i have had before though. This yawn was so large that i could barely find anything of quality in this movie. The cover described amazing special effects. There were none. The movie was so lightweight that even the stereotypes were awfully portrayed. It does give the idea that you can solve problems with violence. Good if you want to teach your kids that. I don't. Keep away from this one. If you are looking for family entertainment then you might find something that is more inspiring elsewhere.",0
"This is a excellent series. You will laugh, you will cry, these wonderful people will be a part of your family. The way this family cares for one another and helps each other through their crisis sets a great example of the way we should live our lives. There are many good things they do, and a number of bad choices, but they never turn their backs on family, they work through problems. Michelle, the youngest daughter, is the cutest thing I've seen. Stephanie, the middle daughter, suffers with Middle Child Syndrome and with the help of EVERYONE in the family it's better. DJ, the oldest daughter, is growing up whether her dad wants it to happen or not. One thing they all share is they miss their mom. Danny (Dad), Joey, and Uncle Jesse love these kids so much, and it's apparent in every episode.",1
I really cant think of anything good to say about this film...not a single thing. The script is a nightmare.. the writer blurs the line between chemical and biological traits and doesnt seem to understand the difference. You'd think they would at least get a technical advisor. The performances were bad by most of the cast... although I dont really blame them.. the material really stinks. The editing was equally bad.. I'll just stop now.. its all bad 2/10,0
"Towards the end of this thriller Ally Sheedy's gaunt latter-day image is used creatively to make up more than one hauntingly evil image. She convinces one that, if a nasty Bette Davis-type role were to come her way, she could carry it off brilliantly. Unfortunately, I can't find many other reasons for seeing this. If you've wondered what Sheedy looks like in a pair of old-fashioned glasses (but why should anyone?) then here's your answer. For the rest, Sally Kirkland's sex-starved crazy woman is really tiresome, and even if you like this sort of thing more than I do you'll have to admit that the tension sags badly during these scenes. Savage's drunken brute of an insurance agent is equally distasteful but at least it's a small role. Of the leading actors, Nicholas Walker inspires no sympathy at all for Paul Keller's plight and his acting is wooden. Dara Tomanovich is better and during her scenes with Sheedy the level rises a little. Sheedy's meticulous, understated performance (though she often seems to be on automatic pilot) is admirable in itself but out of context with the rest. The sets are drab, the camera-work undistinguished.",0
"Carl Brashear (Cuba Gooding, Jr.) was born to sharecroppers in the deep south. He joins the navy, whereupon he tells his father he will be back. The father gives him an old radio, and Brashear leaves on the navy bus. The Most valuable thing his unemotional father taught him was, ""Never quit"". After a recommendation from a white commander Powers Boothe), who admires his drive and guts, he gets sent to Navy diving school at Bayonne, NJ. He endures harassment from his pals in uniform and from his trainer, Chief Navy Master Diver, Billy Sunday (Robert De Niro), and from the commanding officer, called pappy, (Hal Holbrook, who ""has almost as many loose screws as an old car"". They all want to make him drop out, and the prejudice is quite fierce.The dangers of diving prove a further setback when he loses a leg due to an accident on board ship. Despite this setback, he tells his wife that he will train and achieve his objective, and with the help of Billy Sunday, (now both joined in commiseration in their sufferings), they train and he is able to become the first black Navy diver with his artificial limb despite the skepticism of a highly mocking and doubtful captain at the Navy Department hearing in Washington, DC to determine if he meets the criteria. An inspirational movie, showing that determination can overcome all odds.",1
"I thought the kids in the movie were great. I deal with kids in that age group, and I thought their behaviors were very believable. I did have a problem with the reference to the private parts made by the 5-year old. I didn't think the comment was necessary and actually slightly lowered my opinion of the movie. <br /><br />I think Luke Benward is up and coming star. I would like to see more of him on the big screen. I enjoyed his reactions to the situations that he found himself in. Often kids in this age group do things without thinking through the consequences. Almost all of the actors did this throughout the movie.<br /><br />I also think the message of bullying needs to be examined more in movies with this age group. It is a major problem in schools today.<br /><br />The ending was quite unexpected. Billy's thoughts on whether he won or didn't win the bet were very surprising. How he handled that situation was excellent. Too often today kids are not willing to compromise. The actors in this movie showed that compromise is an important part of life.",1
"This is a great movie for the true romantics and sports lovers alike.<br /><br />Drew Barrymore is at her best in this movie. As a Drew fan it was quite nice to see her shine after having several flops. I had my doubts about Jimmy Fallon but he totally delivered as Ben the comical, sports crazed sweetheart. The comedy in this movie is great, there were several laugh out loud moments.<br /><br />Their first date started rocky when he showed up at her apartment with flowers and she was sick to her stomach from eating a new place earlier in the day. Instead of leaving he helps take care of her, helping her change into pajama's then cleaning up the puke on her toilet and bathroom later telling her that she was 'very lady-like...no chunks.' Everything goes great between Ben and Lindsay the whole winter but then baseball season starts. Lindsay starts to realize just how obsessed Ben is with the Red Sox and why this seemingly great guy is still single. She tries to shrug it off and think of it as a good thing as she has a busy work schedule and she wont feel guilty for working extra hours while he is at games. She even buys all the books on The Red Sox she can find including one on 'The curse of Bambino'.<br /><br />Everything is going pretty well until Lindsay has a false alarm having missed her period. It both makes them both realize how serious they are getting and she begins to question if this is the person she wants to be with. A very touching part in the movie is after she tells him she got her period it shows him sadly putting away a baby sized Red Sox jersey he had bought just in case she was pregnant.<br /><br />Eventually Ben tries to show her how important she is and decides to go to her friends birthday Party after she said ""I had to check my calender and when I saw the there was a Red Sox/Yankee game I knew I would be going stag'. After the party Ben tells her it was 'the best night of his life'. Shortly after he gets a call from his pal who went to the game he gave up for the party and told him ""IT WAS THE BEST GAME EVER!!!"" Ben freaks out about missing it and ends up really hurting Lindsay when she says ""A few minutes ago you were saying this was the best night of your life"" he says ""well that was a few minutes ago.""<br /><br />So they separate for a while, he realizes how immature his obsession is and decides to sell his season tickets which he inherited from his uncle because if he didn't it would 'remind him too much of what he gave up for them'. Lindsay finds out through a friend and decides to stop him realizing he is doing it for her. It ends very sweetly showing how his childhood love for baseball has been over shadowed for a whole new deeper love, Lindsay. They still go to the games and even attend the final World Series game and St. Louis and it is a happy ending all around. 2 thumbs up!!",1
"In this installment of the series, Edmund Blackadder is stuck in the Regency period in Britain (during the later portion of George III's rule). This time, Blackadder's prospects are much poorer--as instead of royalty, he's a servant to the very, very thick George IV (the price regent). Unlike the historical accounts of George IV, this one is about as bright as a tomato and as a result, Blackadder's able to take advantage of him and scheme to his heart's content. The only major difference in style between this one and earlier ones is that the series ends on a very, very, very different note--you just have to see it to believe it. Other than that, all the usual story elements are there and the show is hilarious. The only reservation I have (as always) is that this show is not appropriate for the kids due to its crude language and adult situations.",1
"Once again, Disney manages to make a children's movie which totally ignores its background. About the only thing common with this and the original Gadget cartoons is the names. The most glaring errors are the characters - Penny does not have her book, Brain has been reduced from a character to a fancy prop, Dr Claw is more a show-off than an evil villain, etc. but there are more than that. The horrors start from the first minutes of the film - having Gadget as a security guard called John Brown doesn't help identifying him as the classic Inspector Gadget. And right in the beginning we see Disney's blatant attempt to turn every story ever into a love affair between a man and a woman - they introduce Brenda, who only serves to make this movie Disney-compatible. Add to this the fact that the ""Claw"" seen in this film and the classic Dr Claw are almost diagonally opposite and you'll see this is going to be nowhere near the original storyline. What would help would be a better storyline to replace it - but as you guessed, Disney failed in that too. The whole movie is just Gadget acting silly for silliness's sake and lusting after Brenda. As if to add insult to the injury, Disney introduced the ""new"" Gadgetmobile - it doesn't look, function or think like the old Gadgetmobile at all, it's just the canonical ""comic relief"" figure. Disney obviously recognised that the Gadget cartoons were a comedy, so they made the film a comedy too, but they took out all the clever running gags (like the assignment paper exploding in the Chief's face) and replaced them with Gadget being a moron, the Gadgetmobile being a wise-ass, and ""Claw"" showing off. Someone should tell Disney that ""children's movie"" doesn't imply ""total lack of any brain usage"". Gadget should be targeted for children of 10-12 years... not children of 10-12 months like this movie. Whatever this movie is supposed to be, it is NOT, repeat NOT, the real Inspector Gadget. Because I love the old Gadget, I hate this.",0
"Much has been written about Purple Rain, the apparent ""quin-essential"" musician bio movie, however I'm here to tell you that the movie does not deserve it's high praise.<br /><br />First of all let's get one thing straight Prince is a great musician and Music is the one area where Purple Rain excels. Even the score is mesmerising, and if this was shot purely as a concert film it would be a great experience unfortunately it's not and as such the movie has some problems.<br /><br />First of all is the horrendous acting/writing, Prince's character ""The Kid"" is supposed to come off as some type of mysterious loner of few words unfortunately this just comes off as corny and incensere. A good loner character should at least have some talkative moments, unfortunately Prince's character rarely has over a few words of dialog in the film and it's hard to believe that he'd get the girl this way. Everything just seems a little off here, which is a shame because you can tell this is a character that's terribly conflicted and lives a very complicated live, but we aren't ever allowed to get inside of it.<br /><br />A surprising aspect of this film is just how much of this takes place in concert. Prince and Morris's lives seemingly take a back seat to the performances here, which I guess makes sense from a business perspective, but it's exhausting to have a 2 hour movie where seemingly half of it takes place on stage, especially when the character's back stories get pushed aside for it.<br /><br />So to sum it up: This isn't a very good movie.",0
"The supernatural, vengeful police officer is back for a third installment, this time acting as guardian angel for a wrongfully accused female cop. Standard stalk and slash picture, yet well acted and directed, thus making it oddly interesting and watchable, though the violence isn't for the squeamish (especially the director's cut which was originally given an ""NC-17"" rating).<br /><br />*1/2 out of ****",0
"Greetings again from the darkness. Much anticipated, twisted comedy from writer/director Richard Shepard is a coming out party for Pierce Brosnan the actor. That Bond guy is gone. This new guy is something else entirely!! Have read that Shepard thought Brosnan was too much the pretty boy for this plum role, but Brosnan proves to be the perfect Julian Noble, ""Facilitator"" ... and is anything but pretty! Do not underestimate how twisted the humor is in this one. If you go, expect punch lines and sight gags regarding all types of sex, killing, religion, sports, business and anything else you might deem politically incorrect. Brosnan takes an excellent script to another level with his marvelous facial gestures and physical movements. Even sitting on a hotel bed (with or without a sombrero) is a joy to behold.<br /><br />Greg Kinnear is the straight guy to Brosnan's comic and has plenty of depth and comic timing to make this partnership click. Hope Davis has a small, but subtly effective supporting role as Kinnear's wife (what's with her name ""Bean""?) who happens to get a little excited when she has a facilitator in her living room.<br /><br />The visuals and settings are perfect - including a bullfight, racetrack and Denver suburb. And how often do we get The Killers and Xavier Cugat on the same soundtrack? This one is definitely not for everyone, but if your sense of humor is a bit off center and you enjoy risky film-making, it could be for you.",1
"This movie is definately one of my favorite movies in it's kind. The interaction between respectable and morally strong characters is an ode to chivalry and the honor code amongst thieves and policemen. It treats themes like duty, guilt, word, manipulation and trust like few films have done and, unfortunately, none that I can recall since the death of the 'policial' in the late seventies. The sequence is delicious, down to the essential, living nothing out and thus leading the spectator into a masterful plot right and wrong without accessory eye catching and spectacular scenes that are often needed in lesser specimens of the genre in order to keep the audience awake. No such scenes are present or needed. The argument is sand honest to the spectator; An important asset in a genre that too often achieve suspense through the deception of the audience. No, this is not miss Marble... A note of congratulations for the music is in order A film to watch and savor every minute, not just to see.",1
"The Night Listener is probably not one of William's best roles, but he makes a very interesting character in a somewhat odd but very different movie. I can guarantee you that you have never seen this kind of movie before. Some people maybe won't like the slow pacing of this movie, but I think it's the great plus of the movie. It is definitely one of the top movies that have come out the year 2006. It has a intriguing performance in a movie with a great content, dramatic feeling. This is no americanized movie. Neither is it a predictable movie. You just feel that it is a movie that has secrets which you have a hard time to determine what the outcome of it may be. This is no excellent movie that has everything, but hell, it's a damn good and very original movie.",1
"One of my favorite shows in the 80's. After the first season, it started going downhill when they decided to add Jean Bruce Scott to the cast. Deborah Pratt was wonderful and it was fun watching her and Ernest Borgnine's character go at it with each other. The last episode she appeared in was one of my favorites for in the second season. Unfortunately during those days, blacks did not last long on television shows. Some of the episodes in the second season where okay but the third season it was more about the human characters than Airwolf and it was not shown until almost at the end of the show. When it went to USA, it was disgusting!!!",1
"The first five minutes of this movie showed potential. After that, it went straight from something possibly decent to some sort of illegitimate comedy. The best part is that I couldn't stop thinking of Supertroopers thanks to Joey Kern. I would recommend watching this movie for the sheer fact of learning how not to make a movie. There are so many scenes in this movie that makes one just stop and wonder if the entire cast and crew just stopped caring at some point. The thing that amazes me most about this movie is that it grossed $22 million in the box office and only cost about $1.5 million to make. Congrats to Lion's Gate for being able to pull that one off.",0
"There's never a dull moment in this movie. Wonderful visuals, good actors, and a classical story of the fight of good and evil. Mostly very funny, sometimes even scary. A true classic, a movie everybody should see.",1
"This movie was absolutely pathetic. A pitiful screenplay and lack of any story just left me watching three losers drool over bikini babes. At times I felt like I was watching an episode of Beavis and Butthead. I couldn't even sit through the whole movie. Emran Hashmi disappoints, and Hrshitta Bhatt is not impressive at all. Celina Jaitley was not bad. The only worthwhile part of the film is the spoof on Anu Malik and his obsession of shayaris. It was pretty hilarious. The songs ""Sini Ne"" and its remix version were really good. You can always count on Emran lip-locking and lip-synching a chartbuster. All in all, it seems Emran doesn't have a good script from the Bhatts to back him up this time.",0
"I felt compelled to write a review for Space Cobra as it has received a good score of 7.3 stars but only a few of the reviews at the time of me writing this were particularly positive. A strange situation and hopefully my positive review will point people towards this old and mostly forgotten Anime movie. Space cobra is the funky tale of a smuggler and rogue who becomes involved with the three sisters of an ancient and dead planet and an evil force who wants to harness the planets powers. This is an old movie and the animation shows, but what it lacks in modern sophistication it makes up with an abundance of charm. Space Cobra is very much geared to a western audience and very easy to watch. There are few if any references to specific Japanese culture and great for Anime novices to watch and enjoy. Space Cobra himself is witty and likable. I cannot say how much of this is due to the English dub or the intentions of the maker, but this is one of the few Japanese comedy characters that I find truly funny. The style is very sixties Barbarellish with a fantastic soundtrack by Yello. The style is colourful and imaginative and there is constant action to move the story along. The strangest aspect of this movie is how it begins as a comedy and ends on a very downbeat dramatic note. I cannot think of another Anime or general movie that has been able to do this so seamlessly and convincingly. You barely realise that it is happening, but it is done so subtly and seems perfectly natural. You also really feel the characters went on a journey and they're lives were changed by the whole experience. Check out if you can.",1
"As a big fan of David Mamet's films and plays, especially his first film House of Games that also starred Joe Mantegna, I was expecting great things from this film. Instead, I found myself annoyed by the film's superficiality and lack of credibility. Racial slurs are thrown about without any feeling or meaning behind them, in the hopes of setting up a racial tension that for me never materialized. Identity is totally reevaluated and men become ""heroes"" for no apparent reason. Because of his oaths taken as a cop, the lead character adamantly refuses to perform one relatively small action that would harm no one and could possibly save lives, and yet performs another action which is very violent and VERY illegal, but then still refuses the minor action. In addition, a highly unbelievable subplot involving a man who has killed his family is introduced just for the sake of a plot point that was all but advertised with skywriting, and the cop's reaction to that occurrence stretch credulity way beyond all reasonable limits. Needless to say, after expecting another exciting thriller from David Mamet, I was extremely disappointed to say the least. 3 out of 10.",0
"As someone who was staggered at the incredible visuals of ""Hero,"" I was anxious to see this film which was billed as being along the same lines, but better. It also featured an actress I like: Ziyi Zhang. Well, I was disappointed on both counts. I bought the DVD of this film sight-unseen, and that was a mistake. It was not better.<br /><br />I realize these flying-through-the-air martial arts films are pure fantasy but this story is stretched so far past anything remotely believable it just made me shake my head in disappointing disbelief. A blind woman defeating hundreds of opponents? Sorry, that's going a little far. Also, the major male character 'Jin"" (Takeshi Kaneshiro) was so annoying with his dialog, stupid look on his face and stupid laugh, that he ruined the film, too.<br /><br />Despite the wonderful colors and amazing action scenes, this story - to me - just didn't have an appeal to make it a movie worth owning. This film is no ""Hero"" of mine!",0
"this movie was banned in england? why? tom savini, george romero, dario argento, lucio fulci and others had done far worse before and have continued to so since...<br /><br />this movie has all the basic elements of a decent 70s or early 80's horror film. good looking girls (who can't act to save their lives, by the way), a terrible lightning storm with a torrential downpour, a scythe, a crazy brother wandering around the family estate, and actually a pretty damn good twist at the end. but banned? seriously. when the English parliament banned this movie, the italians probably laughed their collective asses off at how backwards and prudish the brits really were.<br /><br />there was maybe two minutes of total screen time devoted to the violence and gore (which was greatly underdone). there was nudity but no sex although allusions to sex were made, obviously. but absolutely nothing worthy of being banned.<br /><br />i would like to see what could have been done if the filmmakers had a decent budget to work with. as it stands, the film is entertaining, but the lack of picture and sound quality take away from the end result.<br /><br />banned... what a joke...",0
"You know how sometimes you can watch a crappy movie with friends and laugh at all the shortcomings of the movie? Well this was beyond that. I bought the DVD at Tower Records because it was like $3.00 and I'd heard this was a movie you could laugh at. It is really nothing short of pathetic. About 30 minutes into the movie, my friends started asking me to turn it off. Around 45 minutes they begged me. After an hour, we compromised to fast forward to the end, so we could see how the conflict was resolved (and because we had been watching the whole time for Matt Walsh). Seriously, don't watch this movie. It is beyond painful.",0
"This is an excellent movie. It is about many things: the hunt for a serial killer, the bureacracy of Soviet Russia, the drive of one man, and the relationship between this man (the lead detective) and his superior.<br /><br />The thing that sticks with me the most is the relationship between Durokov (Rea) and Fetisov (Sutherland) (excuse bad spelling, please!). For some reason, it is moving to see their evolution from hostility and offense turning into respect and cameraderie and working together. One line in the movie sums it up for me: ""He would say something witty, but he is overcome with emotion.""<br /><br />Excellent acting by all of the cast, even the smallest parts were done with believability.<br /><br />This is not a fast-paced action thriller; in fact, it moves at times like a slow drama, but it is worth it. Very satisfying and not exploitative about the crimes at all.<br /><br />",1
"Just finished watching the movie and wanted to give my own opinion(and justice) to the movie.<br /><br />First of all, to get things straight, this movie is not pretending to be anything other than a solid action comedy movie. It doesn't aim to revolutionize the movie industry and garner critical acclaims nor does it want to be regarded as one. If you really want to enjoy this movie to the fullest, I suggest you discard your critical-mindedness and your longing for a good plot because you won't find any in here. With that established, let us further into the movie.<br /><br />I had low expectations for this movie simply because it didn't have a strong plot(Yes, moviegoers, I underrated this movie as well), but I never expected myself to enjoy this movie that much. I even enjoyed this more than the Stephen Chow flicks(which I find Kung Fu Hustle to be his best effort and would've rated it a 9 as well). Action is tight and epic while comedy chokes on to the right places.<br /><br />SPOILERS alert, I think The action might be unreal, but why would I want to watch a serious basketball movie anyways? There are a lot other sports movies(drama) that already did it well, why create another? SPOILERS end<br /><br />I'm not even sure why you're reading this. Go ahead and watch it. Just remember, no thinking - just watch, enjoy, smile, laugh, and <br /><br />Every once in a while they(the movie industry) creates masterpieces such as Pulp Fiction or The Godfather movies, and sometimes they create movies which are better off in the pile of dump. I'm not saying Kung Fu Dunk deserves the recognition that the previous examples have, then again, if we're talking about Stephen Chow-ish comedy, this one's a top ten.<br /><br />Highly recommended if you love: -no brainer movies with really good action -Kung Fu -Death Trance -Kung Fu and comedy -what the heck, watch this. you'll have a great time.<br /><br />9/10 for you the cast of Kung Fu Dunk. ^_^",1
"What a real treat and quite unexpected. This is what a real thriller movie is all about. I rushed into the video shop, grabbed a movie without reading the entire blurb on the back and hoped for the best. I was totally surprised and delighted. I really enjoyed the actors and their characters. I thought they all gave a great performance and made their characters realistic. The plot was well thought out,well written and directed. It kept you interested from start to finish and never got boring for a single minute.<br /><br />I highly recommend this movie for those that like thrillers, especially thrillers that are well paced and ones that keep your attention. Definitely a 10 out of 10 from me.",1
"In THE FAN Robert De Niro plays Gil Renard . Or is it Travis Bickle ? or Rupert Pupkin ? Or Max Cady ? You see the problem with this type of role is that De Niro has played very very similar characters in TAXI DRIVER , THE KING OF COMEDY and CAPE FEAR and unfortunately the characters were better developed and had better scripts . I found it slightly difficult to believe that Renard would have started out as a frustrated obsessive sports fan into being an out and out psycho<br /><br />The character arc isn't the only problem with this script - It also lacks a character focus ( A problem I had with THE UNTOUCHABLES where De Niro should have been superb but ended up slightly flat ) , for several stretches of the movie I kept thinking that Bobby Rayburn was the main character then the story switches back to Renard . It also seems to have disappointed a lot of sports fans who seem to think this should have concentrated a bit more on baseball . I'm not sure if this was meant to appeal to baseball fans originally but again there are elements which hint it might have if the producers had made up their minds has to who and what the story should focus upon <br /><br />I will admit I was entertained by THE FAN ( Especially by the soundtrack ) but it is a very flawed film and it should be remembered that by the mid 1990s characters being stalked by nutters as in SINGLE WHITE FEMALE , UNLAWFUL ENTRY etc had run out of steam a long time ago",0
"Anyone who has experienced the terrors of divorce will empathize with this indie film's protagonist, a scared little boy who believes a zombie is hiding in his closet. Is Jake (a mesmerizing Anthony DeMarco) simply ""transferring"" the trauma of two bickering parents to an understandable image? Or could the creature be real? Writer/director Shelli Ryan neatly balances both possibilities and keeps the audience guessing. Her choice of using one setting - a suburban house - adds to the feeling of desperation and claustrophobia.<br /><br />Brooke Bloom and Peter Sean Bridgers are highly convincing as the angry, but loving parents. However it is the creepy minor characters, Mrs. Bender(Barbara Gruen), an unhinged babysitter and Sam Stone (Ben Bode), a sleazy Real estate agent that linger in the mind. Jake's Closet is a darkly inspired portrait of childhood as a special kind of Hell.",1
